hcpcs_code,hcpcs_description,year,bene_unique_cnt,line_srvc_cnt
00910,Anesthesia for procedure on urinary system including use of an endoscope,2015,168306.0,175275.0
00912,Anesthesia for removal of urinary bladder tumor including use of an endoscope,2012,13368.0,13961.0
00912,Anesthesia for removal of urinary bladder tumor including use of an endoscope,2013,13834.0,14501.0
00912,Anesthesia for removal of urinary bladder tumors including use of an endoscope,2014,13329.0,13981.0
00912,Anesthesia for removal of urinary bladder tumors including use of an endoscope,2015,13894.0,14538.0
00914,Anesthesia for removal of prostate including use of an endoscope,2012,16524.0,16649.0
00914,Anesthesia for removal of prostate including use of an endoscope,2013,15929.0,16032.0
00914,Anesthesia for removal of prostate including use of an endoscope,2014,13821.0,13893.0
00914,Anesthesia for removal of prostate including use of an endoscope,2015,14250.0,14348.0
00916,Anesthesia for procedure to control urinary system bleeding including use of an endoscope,2013,135.0,143.0
00916,Anesthesia for procedure to control urinary system bleeding including use of an endoscope,2014,132.0,147.0
00916,Anesthesia for procedure to control urinary system bleeding including use of an endoscope,2015,72.0,73.0
00918,"Anesthesia for fragmenting, manipulation and/or removal of kidney stone including use of an endoscope",2014,5753.0,5986.0
00918,"Anesthesia for fragmenting, manipulation and/or removal of kidney stone including use of an endoscope",2015,11821.0,12216.0
00918,Anesthesia for kidney stone including use of an endoscope,2012,5681.0,5847.0
00918,Anesthesia for kidney stone including use of an endoscope,2013,6480.0,6708.0
00920,Anesthesia for procedure on male genitalia,2012,978.0,987.0
00920,Anesthesia for procedure on male genitalia,2013,931.0,940.0
00920,Anesthesia for procedure on male genitalia,2014,900.0,908.0
00920,Anesthesia for procedure on male genitalia,2015,786.0,793.0
00938,Anesthesia for insertion of penile prosthesis,2012,705.0,710.0
00938,Anesthesia for insertion of penile prosthesis,2013,727.0,730.0
00938,Anesthesia for insertion of penile prosthesis,2014,856.0,860.0
00938,Anesthesia for insertion of penile prosthesis,2015,628.0,631.0
00940,"Anesthesia for vaginal biopsy of cervix, uterine lining, or external genitalia",2012,436.0,450.0
00940,"Anesthesia for vaginal biopsy of cervix, uterine lining, or external genitalia",2013,546.0,565.0
00940,"Anesthesia for vaginal biopsy of cervix, uterine lining, or external genitalia",2014,427.0,445.0
00940,"Anesthesia for vaginal biopsy of cervix, uterine lining, or external genitalia",2015,291.0,301.0
00942,Anesthesia for repair or removal of vagina and urinary procedure,2012,212.0,215.0
00942,Anesthesia for repair or removal of vagina and urinary procedure,2013,155.0,155.0
00942,Anesthesia for repair or removal of vagina and urinary procedure,2014,176.0,176.0
00942,Anesthesia for repair or removal of vagina and urinary procedure,2015,164.0,165.0
00944,Anesthesia for vaginal removal of uterus,2012,251.0,251.0
00944,Anesthesia for vaginal removal of uterus,2013,185.0,185.0
00944,Anesthesia for vaginal removal of uterus,2014,155.0,155.0
00944,Anesthesia for vaginal removal of uterus,2015,137.0,137.0
00952,Anesthesia for examination of uterus using an endoscope,2012,2653.0,2668.0
00952,Anesthesia for examination of uterus using an endoscope,2013,3008.0,3030.0
00952,Anesthesia for examination of uterus using an endoscope,2014,2407.0,2419.0
00952,Anesthesia for examination of uterus using an endoscope,2015,2825.0,2839.0
0101T,High energy shock wave therapy of musculoskeletal system,2012,16.0,17.0
0101T,High energy shock wave therapy of musculoskeletal system,2015,13.0,16.0
01112,Anesthesia for bone marrow aspiration and/or biopsy at pelvic bone,2012,4827.0,5058.0
01112,Anesthesia for bone marrow aspiration and/or biopsy at pelvic bone,2013,4981.0,5300.0
01112,Anesthesia for bone marrow aspiration and/or biopsy at pelvic bone,2014,4989.0,5275.0
01112,Anesthesia for bone marrow aspiration and/or biopsy at pelvic bone,2015,5498.0,5702.0
01120,Anesthesia for procedure on pelvic bone,2012,44.0,46.0
01120,Anesthesia for procedure on pelvic bone,2013,13.0,13.0
01120,Anesthesia for procedure on pelvic bone,2015,23.0,24.0
01160,Anesthesia for procedure on pubic bone or sacroiliac joint,2012,1019.0,1224.0
01160,Anesthesia for procedure on pubic bone or sacroiliac joint,2013,1368.0,1637.0
01160,Anesthesia for procedure on pubic bone or sacroiliac joint,2014,1950.0,2276.0
01160,Anesthesia for procedure on pubic bone or sacroiliac joint,2015,1826.0,2183.0
01170,Anesthesia for open procedure on pubic bone or sacroiliac joint,2014,48.0,48.0
01170,Anesthesia for open procedure on pubic bone or sacroiliac joint,2015,36.0,37.0
01170,Anesthesia for surgical procedure on pubic bone or sacroiliac joint,2012,11.0,11.0
01170,Anesthesia for surgical procedure on pubic bone or sacroiliac joint,2013,22.0,22.0
01200,Anesthesia for closed procedure on hip joint,2014,1384.0,1555.0
01200,Anesthesia for closed procedure on hip joint,2015,1513.0,1727.0
01200,Anesthesia for procedure on hip joint,2012,971.0,1169.0
01200,Anesthesia for procedure on hip joint,2013,919.0,1091.0
01202,Anesthesia for procedure on hip joint using an endoscope,2012,68.0,69.0
01202,Anesthesia for procedure on hip joint using an endoscope,2013,39.0,40.0
01202,Anesthesia for procedure on hip joint using an endoscope,2014,39.0,41.0
01202,Anesthesia for procedure on hip joint using an endoscope,2015,70.0,73.0
01210,Anesthesia for open surgical procedure on hip joint,2014,10670.0,10755.0
01210,Anesthesia for open surgical procedure on hip joint,2015,8701.0,8774.0
01210,Anesthesia for surgical procedure on hip joint,2012,13476.0,13572.0
01210,Anesthesia for surgical procedure on hip joint,2013,12560.0,12677.0
01214,Anesthesia for open total hip joint replacement,2014,68661.0,69053.0
01214,Anesthesia for open total hip joint replacement,2015,76789.0,77273.0
01214,Anesthesia for total hip joint replacement,2012,59297.0,59638.0
01214,Anesthesia for total hip joint replacement,2013,64840.0,65238.0
01215,Anesthesia for open revision of total hip joint replacement,2014,1298.0,1335.0
01215,Anesthesia for open revision of total hip joint replacement,2015,843.0,880.0
01215,Anesthesia for revision of total hip joint replacement,2012,1077.0,1115.0
01215,Anesthesia for revision of total hip joint replacement,2013,1292.0,1330.0
01220,Anesthesia for closed procedure on upper two-thirds of thigh bone,2014,120.0,120.0
01220,Anesthesia for closed procedure on upper two-thirds of thigh bone,2015,98.0,98.0
01220,Anesthesia procedure on upper two-thirds of thigh bone,2012,190.0,191.0
01220,Anesthesia procedure on upper two-thirds of thigh bone,2013,127.0,127.0
01230,Anesthesia for open procedure on upper two-thirds of thigh bone,2014,32381.0,32529.0
01230,Anesthesia for open procedure on upper two-thirds of thigh bone,2015,30421.0,30557.0
01230,Anesthesia procedure on upper two-thirds of thigh bone,2012,33789.0,33963.0
01230,Anesthesia procedure on upper two-thirds of thigh bone,2013,33084.0,33247.0
01232,Anesthesia for amputation at upper two-thirds of thigh bone,2012,86.0,88.0
01232,Anesthesia for amputation at upper two-thirds of thigh bone,2013,60.0,61.0
01232,Anesthesia for open amputation at upper two-thirds of thigh bone,2014,82.0,83.0
01232,Anesthesia for open amputation at upper two-thirds of thigh bone,2015,22.0,22.0
01250,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of upper leg",2012,55.0,57.0
01250,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of upper leg",2013,14.0,15.0
01250,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of upper leg",2014,75.0,83.0
01250,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of upper leg",2015,100.0,111.0
01260,Anesthesia for procedure on veins of upper leg,2012,388.0,563.0
01260,Anesthesia for procedure on veins of upper leg,2013,441.0,616.0
01260,Anesthesia for procedure on veins of upper leg,2014,436.0,667.0
01260,Anesthesia for procedure on veins of upper leg,2015,357.0,556.0
0126T,Evaluation of thickness of common carotid artery (neck),2014,27.0,27.0
01270,Anesthesia for procedure on arteries of upper leg,2012,4507.0,4719.0
01270,Anesthesia for procedure on arteries of upper leg,2013,4466.0,4691.0
01270,Anesthesia for procedure on arteries of upper leg,2014,3904.0,4077.0
01270,Anesthesia for procedure on arteries of upper leg,2015,3521.0,3666.0
01272,Anesthesia for groin artery bypass graft and tying of upper leg artery,2012,29.0,30.0
01272,Anesthesia for groin artery bypass graft and tying of upper leg artery,2013,18.0,19.0
01272,Anesthesia for groin artery bypass graft and tying of upper leg artery,2014,27.0,28.0
01272,Anesthesia for groin artery bypass graft and tying of upper leg artery,2015,24.0,24.0
01274,Anesthesia for removal of groin artery blood clot,2012,67.0,73.0
01320,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of knee",2012,320.0,535.0
01320,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of knee",2013,208.0,407.0
01320,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and/or bursae of knee",2014,250.0,472.0
01320,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and/or bursae of knee",2015,290.0,440.0
01360,Anesthesia for open procedure on lower one-third of thigh bone,2014,28.0,28.0
01360,Anesthesia for open procedure on lower one-third of thigh bone,2015,34.0,36.0
01360,Anesthesia for surgical procedure on lower one-third of thigh bone,2012,27.0,27.0
01380,Anesthesia for closed procedure on knee joint,2014,239.0,526.0
01380,Anesthesia for closed procedure on knee joint,2015,239.0,362.0
01380,Anesthesia for procedure on knee joint,2012,215.0,413.0
01380,Anesthesia for procedure on knee joint,2013,372.0,1088.0
01382,Anesthesia for diagnostic examination of knee joint using an endoscope,2012,995.0,1004.0
01382,Anesthesia for diagnostic examination of knee joint using an endoscope,2013,828.0,832.0
01382,Anesthesia for diagnostic examination of knee joint using an endoscope,2014,523.0,530.0
01382,Anesthesia for diagnostic examination of knee joint using an endoscope,2015,390.0,393.0
01392,Anesthesia for open procedure at kneecap and upper foreleg bones,2014,16.0,18.0
01392,Anesthesia for open procedure at kneecap and upper foreleg bones,2015,12.0,16.0
01392,Anesthesia for surgical procedure at kneecap and upper foreleg bones,2012,191.0,191.0
01392,Anesthesia for surgical procedure at kneecap and upper foreleg bones,2013,60.0,60.0
01400,Anesthesia for open or endoscopic procedure on knee including,2014,68962.0,69482.0
01400,Anesthesia for open or endoscopic procedure on knee including,2015,67705.0,68242.0
01400,Anesthesia for procedure on knee including using an endoscope,2012,79394.0,80044.0
01400,Anesthesia for procedure on knee including using an endoscope,2013,76875.0,77485.0
01402,Anesthesia for open or endoscopic total knee joint replacement,2014,257130.0,259559.0
01402,Anesthesia for open or endoscopic total knee joint replacement,2015,265738.0,268130.0
01402,Anesthesia for total knee joint replacement,2012,254655.0,257049.0
01402,Anesthesia for total knee joint replacement,2013,266003.0,268559.0
01430,Anesthesia for procedure on knee veins,2013,13.0,26.0
01440,Anesthesia for procedure on knee arteries,2012,18.0,22.0
01440,Anesthesia for procedure on knee arteries,2014,30.0,35.0
01440,Anesthesia for procedure on knee arteries,2015,35.0,36.0
01462,"Anesthesia for closed procedure on lower leg, ankle, and foot",2014,32.0,38.0
01462,"Anesthesia for closed procedure on lower leg, ankle, and foot",2015,57.0,60.0
01462,Anesthesia for procedure on lower limb,2012,108.0,124.0
01462,Anesthesia for procedure on lower limb,2013,75.0,77.0
01464,Anesthesia for procedure on lower limb using an endoscope,2012,27.0,27.0
01470,"Anesthesia for procedure on nerves, muscles, tendons, and fascia of lower leg, ankle, and foot",2014,1810.0,1921.0
01470,"Anesthesia for procedure on nerves, muscles, tendons, and fascia of lower leg, ankle, and foot",2015,1869.0,1960.0
01470,"Anesthesia procedure on nerves, muscles, tendons, and fascia of lower limb",2012,2111.0,2230.0
01470,"Anesthesia procedure on nerves, muscles, tendons, and fascia of lower limb",2013,2176.0,2298.0
01474,Anesthesia for procedure to repair calf muscle,2012,13.0,13.0
01474,Anesthesia for procedure to repair calf muscle,2013,53.0,54.0
01474,Anesthesia for procedure to repair calf muscle,2014,69.0,70.0
01474,Anesthesia for procedure to repair calf muscle,2015,47.0,48.0
01480,"Anesthesia for open procedure on bones of lower leg, ankle and foot",2014,96583.0,98891.0
01480,"Anesthesia for open procedure on bones of lower leg, ankle and foot",2015,96822.0,98942.0
01480,"Anesthesia for procedure on bones of lower leg, ankle and foot",2012,91375.0,93543.0
01480,"Anesthesia for procedure on bones of lower leg, ankle and foot",2013,97016.0,99337.0
01482,Anesthesia for below the knee amputation,2012,114.0,137.0
01482,Anesthesia for below the knee amputation,2013,143.0,212.0
01482,Anesthesia for open amputation below the knee,2014,102.0,144.0
01482,Anesthesia for open amputation below the knee,2015,61.0,82.0
01486,Anesthesia for open total ankle joint replacement,2014,49.0,49.0
01486,Anesthesia for open total ankle joint replacement,2015,54.0,54.0
01486,Anesthesia for total ankle joint replacement,2012,45.0,45.0
01486,Anesthesia for total ankle joint replacement,2013,43.0,43.0
01500,Anesthesia for procedure on arteries of lower leg including bypass graft,2012,101.0,114.0
01500,Anesthesia for procedure on arteries of lower leg including bypass graft,2013,50.0,51.0
01500,Anesthesia for procedure on arteries of lower leg including bypass graft,2014,141.0,156.0
01500,Anesthesia for procedure on arteries of lower leg including bypass graft,2015,131.0,140.0
01520,Anesthesia for procedure on veins of lower leg,2012,185.0,269.0
01520,Anesthesia for procedure on veins of lower leg,2013,229.0,318.0
01520,Anesthesia for procedure on veins of lower leg,2014,260.0,329.0
01520,Anesthesia for procedure on veins of lower leg,2015,289.0,383.0
