HCPCS_CODE,HCPCS_DESCRIPTION,YEAR,NUMBER_OF_SUPPLIER_BENEFICIARIES,NUMBER_OF_SUPPLIER_CLAIMS
A4426,"Ostomy pouch, drainable; for use on barrier with locking flange (2 piece system), each",2014,0.0,308.0
A4426,"Ostomy pouch, drainable; for use on barrier with locking flange (2 piece system), each",2015,0.0,281.0
A4427,"Ostomy pouch, drainable; for use on barrier with locking flange, with filter (2 piece system), each",2013,54.0,2526.0
A4427,"Ostomy pouch, drainable; for use on barrier with locking flange, with filter (2 piece system), each",2014,70.0,2837.0
A4427,"Ostomy pouch, drainable; for use on barrier with locking flange, with filter (2 piece system), each",2015,76.0,2937.0
A4428,"Ostomy pouch, urinary, with extended wear barrier attached, with faucet-type tap with valve (1 piece), each",2013,25.0,2776.0
A4428,"Ostomy pouch, urinary, with extended wear barrier attached, with faucet-type tap with valve (1 piece), each",2014,28.0,3143.0
A4428,"Ostomy pouch, urinary, with extended wear barrier attached, with faucet-type tap with valve (1 piece), each",2015,11.0,2733.0
A4429,"Ostomy pouch, urinary, with barrier attached, with built-in convexity, with faucet-type tap with valve (1 piece), each",2013,0.0,48.0
A4429,"Ostomy pouch, urinary, with barrier attached, with built-in convexity, with faucet-type tap with valve (1 piece), each",2014,0.0,60.0
A4429,"Ostomy pouch, urinary, with barrier attached, with built-in convexity, with faucet-type tap with valve (1 piece), each",2015,0.0,62.0
A4430,"Ostomy pouch, urinary, with extended wear barrier attached, with built-in convexity, with faucet-type tap with valve (1 piece), each",2013,423.0,9144.0
A4430,"Ostomy pouch, urinary, with extended wear barrier attached, with built-in convexity, with faucet-type tap with valve (1 piece), each",2014,431.0,8729.0
A4430,"Ostomy pouch, urinary, with extended wear barrier attached, with built-in convexity, with faucet-type tap with valve (1 piece), each",2015,443.0,8265.0
A4431,"Ostomy pouch, urinary; with barrier attached, with faucet-type tap with valve (1 piece), each",2013,0.0,47.0
A4431,"Ostomy pouch, urinary; with barrier attached, with faucet-type tap with valve (1 piece), each",2014,0.0,69.0
A4431,"Ostomy pouch, urinary; with barrier attached, with faucet-type tap with valve (1 piece), each",2015,0.0,45.0
A4432,"Ostomy pouch, urinary; for use on barrier with non-locking flange, with faucet-type tap with valve (2 piece), each",2013,3510.0,41469.0
A4432,"Ostomy pouch, urinary; for use on barrier with non-locking flange, with faucet-type tap with valve (2 piece), each",2014,3797.0,41075.0
A4432,"Ostomy pouch, urinary; for use on barrier with non-locking flange, with faucet-type tap with valve (2 piece), each",2015,4091.0,41219.0
A4433,"Ostomy pouch, urinary; for use on barrier with locking flange (2 piece), each",2013,13.0,950.0
A4433,"Ostomy pouch, urinary; for use on barrier with locking flange (2 piece), each",2014,17.0,866.0
A4433,"Ostomy pouch, urinary; for use on barrier with locking flange (2 piece), each",2015,13.0,859.0
A4434,"Ostomy pouch, urinary; for use on barrier with locking flange, with faucet-type tap with valve (2 piece), each",2013,13.0,241.0
A4434,"Ostomy pouch, urinary; for use on barrier with locking flange, with faucet-type tap with valve (2 piece), each",2014,13.0,269.0
A4434,"Ostomy pouch, urinary; for use on barrier with locking flange, with faucet-type tap with valve (2 piece), each",2015,18.0,206.0
A4435,"Ostomy pouch, drainable, high output, with extended wear barrier (one-piece system), with or without filter, each",2015,0.0,12.0
A4450,"Tape, non-waterproof, per 18 square inches",2013,14114.0,47093.0
A4450,"Tape, non-waterproof, per 18 square inches",2014,16260.0,48476.0
A4450,"Tape, non-waterproof, per 18 square inches",2015,18278.0,51977.0
A4452,"Tape, waterproof, per 18 square inches",2013,23529.0,87901.0
A4452,"Tape, waterproof, per 18 square inches",2014,24767.0,85483.0
A4452,"Tape, waterproof, per 18 square inches",2015,26363.0,88123.0
A4455,"Adhesive remover or solvent (for tape, cement or other adhesive), per ounce",2013,0.0,110.0
A4455,"Adhesive remover or solvent (for tape, cement or other adhesive), per ounce",2014,0.0,80.0
A4455,"Adhesive remover or solvent (for tape, cement or other adhesive), per ounce",2015,41.0,267.0
A4456,"Adhesive remover, wipes, any type, each",2013,3798.0,29372.0
A4456,"Adhesive remover, wipes, any type, each",2014,4176.0,30985.0
A4456,"Adhesive remover, wipes, any type, each",2015,4783.0,36439.0
A4461,"Surgical dressing holder, non-reusable, each",2013,60.0,287.0
A4461,"Surgical dressing holder, non-reusable, each",2014,37.0,110.0
A4461,"Surgical dressing holder, non-reusable, each",2015,0.0,49.0
A4481,"Tracheostoma filter, any type, any size, each",2013,0.0,549.0
A4481,"Tracheostoma filter, any type, any size, each",2014,0.0,494.0
A4481,"Tracheostoma filter, any type, any size, each",2015,0.0,573.0
A4483,"Moisture exchanger, disposable, for use with invasive mechanical ventilation",2013,0.0,97.0
A4483,"Moisture exchanger, disposable, for use with invasive mechanical ventilation",2014,0.0,82.0
A4483,"Moisture exchanger, disposable, for use with invasive mechanical ventilation",2015,0.0,47.0
A4557,"Lead wires, (e. G. , apnea monitor), per pair",2013,967.0,1073.0
A4557,"Lead wires, (e.g., apnea monitor), per pair",2014,702.0,777.0
A4557,"Lead wires, (e.g., apnea monitor), per pair",2015,332.0,392.0
A4595,"Electrical stimulator supplies, 2 lead, per month, (e. G. Tens, nmes)",2013,16895.0,150337.0
A4595,"Electrical stimulator supplies, 2 lead, per month, (e.g. tens, nmes)",2014,10786.0,100336.0
A4595,"Electrical stimulator supplies, 2 lead, per month, (e.g. tens, nmes)",2015,6988.0,54737.0
A4601,"Lithium ion battery for non-prosthetic use, replacement",2014,0.0,18.0
A4602,"Replacement battery for external infusion pump owned by patient, lithium, 1.5 volt, each",2015,0.0,218.0
A4604,Tubing with integrated heating element for use with positive airway pressure device,2013,110167.0,176533.0
A4604,Tubing with integrated heating element for use with positive airway pressure device,2014,162877.0,273769.0
A4604,Tubing with integrated heating element for use with positive airway pressure device,2015,258463.0,455247.0
A4605,"Tracheal suction catheter, closed system, each",2013,0.0,3568.0
A4605,"Tracheal suction catheter, closed system, each",2014,12.0,4350.0
A4605,"Tracheal suction catheter, closed system, each",2015,0.0,4600.0
A4611,"Battery, heavy duty; replacement for patient owned ventilator",2013,0.0,28.0
A4614,"Peak expiratory flow rate meter, hand held",2013,100.0,116.0
A4614,"Peak expiratory flow rate meter, hand held",2014,79.0,90.0
A4614,"Peak expiratory flow rate meter, hand held",2015,73.0,92.0
A4618,Breathing circuits,2013,82.0,912.0
A4618,Breathing circuits,2014,63.0,1056.0
A4618,Breathing circuits,2015,104.0,1058.0
A4623,"Tracheostomy, inner cannula",2013,1231.0,29718.0
A4623,"Tracheostomy, inner cannula",2014,1215.0,32361.0
A4623,"Tracheostomy, inner cannula",2015,1469.0,32454.0
A4624,"Tracheal suction catheter, any type other than closed system, each",2013,91.0,14367.0
A4624,"Tracheal suction catheter, any type other than closed system, each",2014,148.0,13599.0
A4624,"Tracheal suction catheter, any type other than closed system, each",2015,143.0,13587.0
A4625,Tracheostomy care kit for new tracheostomy,2013,11.0,240.0
A4625,Tracheostomy care kit for new tracheostomy,2014,0.0,81.0
A4625,Tracheostomy care kit for new tracheostomy,2015,0.0,81.0
A4626,"Tracheostomy cleaning brush, each",2013,0.0,12.0
A4628,"Oropharyngeal suction catheter, each",2013,458.0,10935.0
A4628,"Oropharyngeal suction catheter, each",2014,469.0,11410.0
A4628,"Oropharyngeal suction catheter, each",2015,496.0,12673.0
A4629,Tracheostomy care kit for established tracheostomy,2013,826.0,27042.0
A4629,Tracheostomy care kit for established tracheostomy,2014,944.0,28464.0
A4629,Tracheostomy care kit for established tracheostomy,2015,1121.0,28329.0
A4637,"Replacement, tip, cane, crutch, walker, each.",2013,13.0,41.0
A4637,"Replacement, tip, cane, crutch, walker, each.",2014,0.0,12.0
A4637,"Replacement, tip, cane, crutch, walker, each.",2015,0.0,11.0
A4640,Replacement pad  for use with medically necessary alternating pressure pad owned by patient,2015,0.0,12.0
A4649,Surgical supply; miscellaneous,2014,12.0,24.0
A5051,"Ostomy pouch, closed; with barrier attached (1 piece), each",2013,0.0,426.0
A5051,"Ostomy pouch, closed; with barrier attached (1 piece), each",2014,0.0,322.0
A5051,"Ostomy pouch, closed; with barrier attached (1 piece), each",2015,0.0,135.0
A5052,"Ostomy pouch, closed; without barrier attached (1 piece), each",2013,0.0,85.0
A5052,"Ostomy pouch, closed; without barrier attached (1 piece), each",2014,0.0,58.0
A5052,"Ostomy pouch, closed; without barrier attached (1 piece), each",2015,0.0,22.0
A5053,"Ostomy pouch, closed; for use on faceplate, each",2013,0.0,35.0
A5053,"Ostomy pouch, closed; for use on faceplate, each",2014,0.0,60.0
A5053,"Ostomy pouch, closed; for use on faceplate, each",2015,0.0,50.0
A5054,"Ostomy pouch, closed; for use on barrier with flange (2 piece), each",2013,0.0,7604.0
A5054,"Ostomy pouch, closed; for use on barrier with flange (2 piece), each",2014,0.0,7038.0
A5054,"Ostomy pouch, closed; for use on barrier with flange (2 piece), each",2015,0.0,6724.0
A5055,Stoma cap,2013,0.0,907.0
A5055,Stoma cap,2014,0.0,688.0
A5055,Stoma cap,2015,0.0,372.0
A5056,"Ostomy pouch, drainable, with extended wear barrier attached, with filter, (1 piece), each",2013,0.0,245.0
A5056,"Ostomy pouch, drainable, with extended wear barrier attached, with filter, (1 piece), each",2014,0.0,513.0
A5056,"Ostomy pouch, drainable, with extended wear barrier attached, with filter, (1 piece), each",2015,0.0,680.0
A5057,"Ostomy pouch, drainable, with extended wear barrier attached, with built in convexity, with filter, (1 piece), each",2013,0.0,218.0
A5057,"Ostomy pouch, drainable, with extended wear barrier attached, with built in convexity, with filter, (1 piece), each",2014,0.0,645.0
A5057,"Ostomy pouch, drainable, with extended wear barrier attached, with built in convexity, with filter, (1 piece), each",2015,0.0,823.0
A5061,"Ostomy pouch, drainable; with barrier attached, (1 piece), each",2013,92.0,17123.0
A5061,"Ostomy pouch, drainable; with barrier attached, (1 piece), each",2014,94.0,15245.0
A5061,"Ostomy pouch, drainable; with barrier attached, (1 piece), each",2015,78.0,13511.0
A5062,"Ostomy pouch, drainable; without barrier attached (1 piece), each",2013,0.0,166.0
A5062,"Ostomy pouch, drainable; without barrier attached (1 piece), each",2014,0.0,95.0
A5062,"Ostomy pouch, drainable; without barrier attached (1 piece), each",2015,0.0,42.0
A5063,"Ostomy pouch, drainable; for use on barrier with flange (2 piece system), each",2013,2139.0,78940.0
A5063,"Ostomy pouch, drainable; for use on barrier with flange (2 piece system), each",2014,1751.0,73644.0
A5063,"Ostomy pouch, drainable; for use on barrier with flange (2 piece system), each",2015,1584.0,67830.0
A5071,"Ostomy pouch, urinary; with barrier attached (1 piece), each",2013,0.0,472.0
A5071,"Ostomy pouch, urinary; with barrier attached (1 piece), each",2014,0.0,343.0
A5071,"Ostomy pouch, urinary; with barrier attached (1 piece), each",2015,0.0,383.0
A5072,"Ostomy pouch, urinary; without barrier attached (1 piece), each",2013,0.0,133.0
A5072,"Ostomy pouch, urinary; without barrier attached (1 piece), each",2014,0.0,86.0
A5072,"Ostomy pouch, urinary; without barrier attached (1 piece), each",2015,0.0,104.0
A5073,"Ostomy pouch, urinary; for use on barrier with flange (2 piece), each",2013,0.0,1794.0
A5073,"Ostomy pouch, urinary; for use on barrier with flange (2 piece), each",2014,0.0,1463.0
A5073,"Ostomy pouch, urinary; for use on barrier with flange (2 piece), each",2015,0.0,1235.0
A5081,"Stoma plug or seal, any type",2014,0.0,11.0
A5081,"Stoma plug or seal, any type",2015,0.0,11.0
A5082,Continent device; catheter for continent stoma,2013,18.0,173.0
A5082,Continent device; catheter for continent stoma,2014,18.0,213.0
A5082,Continent device; catheter for continent stoma,2015,19.0,179.0
A5083,"Continent device, stoma absorptive cover for continent stoma",2013,12.0,254.0
A5083,"Continent device, stoma absorptive cover for continent stoma",2014,13.0,216.0
A5083,"Continent device, stoma absorptive cover for continent stoma",2015,14.0,230.0
A5093,Ostomy accessory; convex insert,2013,0.0,702.0
A5093,Ostomy accessory; convex insert,2014,0.0,440.0
A5093,Ostomy accessory; convex insert,2015,0.0,436.0
A5102,"Bedside drainage bottle with or without tubing, rigid or expandable, each",2013,67.0,274.0
A5102,"Bedside drainage bottle with or without tubing, rigid or expandable, each",2014,110.0,390.0
A5102,"Bedside drainage bottle with or without tubing, rigid or expandable, each",2015,60.0,251.0
A5105,"Urinary suspensory with leg bag, with or without tube, each",2013,0.0,237.0
A5105,"Urinary suspensory with leg bag, with or without tube, each",2014,0.0,291.0
A5105,"Urinary suspensory with leg bag, with or without tube, each",2015,0.0,219.0
A5112,"Urinary drainage bag, leg or abdomen, latex, with or without tube, with straps, each",2013,563.0,5256.0
A5112,"Urinary drainage bag, leg or abdomen, latex, with or without tube, with straps, each",2014,707.0,5130.0
A5112,"Urinary drainage bag, leg or abdomen, latex, with or without tube, with straps, each",2015,471.0,4057.0
A5113,"Leg strap; latex, replacement only, per set",2013,47.0,101.0
A5113,"Leg strap; latex, replacement only, per set",2014,11.0,27.0
A5114,"Leg strap; foam or fabric,  replacement only, per set",2013,57.0,641.0
A5114,"Leg strap; foam or fabric,  replacement only, per set",2014,0.0,543.0
A5114,"Leg strap; foam or fabric,  replacement only, per set",2015,0.0,411.0
A5120,"Skin barrier, wipes or swabs, each",2013,6861.0,45754.0
A5120,"Skin barrier, wipes or swabs, each",2014,6820.0,45980.0
A5120,"Skin barrier, wipes or swabs, each",2015,7182.0,49771.0
A5121,"Skin barrier; solid, 6 x 6 or equivalent, each",2013,0.0,233.0
A5121,"Skin barrier; solid, 6 x 6 or equivalent, each",2014,0.0,218.0
A5121,"Skin barrier; solid, 6 x 6 or equivalent, each",2015,0.0,770.0
A5122,"Skin barrier; solid, 8 x 8 or equivalent, each",2013,11.0,597.0
A5122,"Skin barrier; solid, 8 x 8 or equivalent, each",2014,0.0,588.0
A5122,"Skin barrier; solid, 8 x 8 or equivalent, each",2015,0.0,724.0
A5126,Adhesive or non-adhesive;  disk or foam pad,2013,0.0,174.0
A5126,Adhesive or non-adhesive;  disk or foam pad,2014,0.0,183.0
A5126,Adhesive or non-adhesive;  disk or foam pad,2015,0.0,154.0
A5131,"Appliance cleaner, incontinence and ostomy appliances, per 16 oz.",2013,150.0,4481.0
A5131,"Appliance cleaner, incontinence and ostomy appliances, per 16 oz.",2014,62.0,3370.0
A5131,"Appliance cleaner, incontinence and ostomy appliances, per 16 oz.",2015,105.0,3280.0
A5200,"Percutaneous catheter/tube anchoring device, adhesive skin attachment",2013,212.0,838.0
A5200,"Percutaneous catheter/tube anchoring device, adhesive skin attachment",2014,76.0,314.0
